DEPARTAMENTO;SECAO;CATEGORIA;FORNECEDOR;COD;DESCRICAO;LOJA;QTD_Venda_NOV;QTD_Venda_OUT;QTD_Venda_SET;QTD_Venda_AGO;QTD_Venda_JUL;QTD_Venda_JUN;Comprador
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48094; CR PENTEAR SEDA JUNTINHOS 300ML CRESPOS;21 - CEILANDIA SUL;18;10;13;16;13;8;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48095; CR PENTEAR SEDA JUNTINHOS 300ML BRILHO;18 - AGUAS LINDAS;18;46;41;46;38;20;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48095; CR PENTEAR SEDA JUNTINHOS 300ML BRILHO;26 - CESAR LATTES;18;14;12;13;13;11;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51752; SH SEDA BOMBA DE COCO 425ML;21 - CEILANDIA SUL;18;45;57;77;102;54;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51767; COND SEDA FR VERM/GENG 425ML;19 - CALDAS NOVAS;18;38;32;24;45;26;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51984; SH TRESEMME DETOX CAPILAR 670ML;18 - AGUAS LINDAS;18;0;0;0;0;6;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5223; CR PENTEAR SEDA 300ML PTOS LUMINOSOS;26 - CESAR LATTES;18;21;17;13;19;16;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5345; SH TRESEMME HIDRATACAO PROFUNDA 400ML;26 - CESAR LATTES;18;34;34;25;25;25;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54442; CR PENTEAR SEDA BOOM 700ML MODELADOR;18 - AGUAS LINDAS;18;18;18;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54481; CR PENTEAR DOVE 355ML CRESPOS;21 - CEILANDIA SUL;18;11;3;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;39414; SAB LIQ DOVE KARITE REFIL 200ML;18 - AGUAS LINDAS;18;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;53047; ENX BUCAL CLOSE UP LV500 PG350ML FRESH;18 - AGUAS LINDAS;18;17;10;32;10;15;NATHALIA VERAS RODRIGUES DE MEDEIROS
SAUDAVEIS;ORGANICO;SECA DOCE;5986 - UNILEVER BRASIL LTDA;23914; SALG ZOORETA MAE TERRA PIZZA 45G;26 - CESAR LATTES;18;23;17;25;7;20;MAISA DA SILVA TEIXEIRA DE SOUSA
SECA SALGADA;COMPLEMENTOS;CATCHUP;5986 - UNILEVER BRASIL LTDA;5209; CATCHUP HELLMANNS 380G TRAD;21 - CEILANDIA SUL;18;24;82;64;61;75;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;12493; MAIONESE HELLMANNS LIGHT 500G;25 - NOVO GAMA;18;17;0;0;0;0;ALESSANDRO MORAIS GONÇALVES
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;50235; CALDO KNORR CARNE BAG 1,01KG;26 - CESAR LATTES;17;17;17;11;0;1;FOOD SERVICE
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;46873; AMAC CONC COMFORT 1,5L EXPERT CARE;18 - AGUAS LINDAS;17;5;30;33;44;37;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;51789; AMAC COMFORT 3L PURO CUIDADO;18 - AGUAS LINDAS;17;18;21;23;29;18;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;21181; LAVA ROUPAS LIQ OMO 3L PURO CUIDADO;19 - CALDAS NOVAS;17;15;0;15;38;25;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;38159; LAVA ROUPAS LIQ OMO 900ML ORIG;26 - CESAR LATTES;17;12;6;7;12;16;NATHALIA VERAS RODRIGUES DE MEDEIROS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);30394; SORVETE KIBON CREME 1,5LT;25 - NOVO GAMA;17;17;23;12;6;6;ALEX DE MORAES SANTOS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31507; COND DOVE RITUAL LISO E NUTRIDO 400ML;19 - CALDAS NOVAS;17;8;3;1;5;4;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48590; COND SEDA JUNTINHOS TODOS TIPOS 300ML;21 - CEILANDIA SUL;17;28;21;22;21;31;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51986; SH CLEAR MEN SPORTS LIMP PROF 400ML;18 - AGUAS LINDAS;17;65;49;44;89;29;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51987; SH DOVE RECONSTRUCAO COMPLETA 670ML;19 - CALDAS NOVAS;17;33;36;29;31;12;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54440; CR PENTEAR SEDA 700ML CACHOS DEFINIDOS;26 - CESAR LATTES;17;19;19;1;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54441; CR PENTEAR SEDA BOOM 700ML VOLUME MAXIMO;21 - CEILANDIA SUL;17;9;15;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54454; SH SEDA 670ML CACHOS DEFINIDOS;21 - CEILANDIA SUL;17;20;23;1;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54476; CR PENTEAR DOVE 355ML CACHEADO;25 - NOVO GAMA;17;8;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54480; CR PENTEAR SEDA 300ML FORCA/CRESCIMENTO;18 - AGUAS LINDAS;17;11;18;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54705; CR PENTEAR SEDA BOOM 350G DEFINICAO;25 - NOVO GAMA;17;19;2;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54890; COND TRESEMME 650ML BRILHO LAMELAR;26 - CESAR LATTES;17;4;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;31485; SAB LIQ DOVE BABY HIDRAT ENRIQ REF 180ML;19 - CALDAS NOVAS;17;12;9;23;7;16;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;47157; SAB LIQ DOVE BABY HORA DORMIR 200ML;25 - NOVO GAMA;17;16;18;14;8;7;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54457; KIT SAB DOVE 8UN ORIG;21 - CEILANDIA SUL;17;7;7;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54509; SAB LIQ LUX BRASIL REFIL 500ML CEREJEIRA;18 - AGUAS LINDAS;17;10;10;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;45440; ENX BUCAL CLOSE UP FRESH LV500 PG350ML;19 - CALDAS NOVAS;17;16;17;19;10;7;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;43198; AMAC CONC COMFORT 1,5L PURO CUIDADO;21 - CEILANDIA SUL;16;23;33;25;29;9;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54917; AMAC CONC COMFORT 1,5L SEGREDOS 36;26 - CESAR LATTES;16;8;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;41753; LAVA ROUPAS LIQ OMO 900ML BEBE;21 - CEILANDIA SUL;16;10;16;16;17;21;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54883; LAVA ROUPAS PO OMO SCH 4KG PERFECT WHITE;26 - CESAR LATTES;16;17;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54981; LAVA ROUPAS LIQ OMO 3L LAV;19 - CALDAS NOVAS;16;3;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);30394; SORVETE KIBON CREME 1,5LT;21 - CEILANDIA SUL;16;31;21;20;10;6;ALEX DE MORAES SANTOS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);51734; SORVETE CREMOSINHO KIBON 2EM1 TROP 2L;21 - CEILANDIA SUL;16;22;6;2;6;0;ALEX DE MORAES SANTOS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);52119; SORVETE ZERO KIBON CHICABON 800ML;19 - CALDAS NOVAS;16;17;20;17;22;13;ALEX DE MORAES SANTOS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);54681; SORVETE KIBON 92G MAGNUM;21 - CEILANDIA SUL;16;0;0;0;0;0;ALEX DE MORAES SANTOS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;15930; SH DOVE BABY HIDRAT ENRIQ 200ML;19 - CALDAS NOVAS;16;17;18;18;13;7;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31482; COND DOVE BABY CAB CLAROS HID ENR 200ML;25 - NOVO GAMA;16;15;13;12;10;8;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51987; SH DOVE RECONSTRUCAO COMPLETA 670ML;25 - NOVO GAMA;16;24;26;20;31;33;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54445; COND TRESEMME 400ML RECONSTRUCAO/FORCA;25 - NOVO GAMA;16;15;1;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54476; CR PENTEAR DOVE 355ML CACHEADO;26 - CESAR LATTES;16;12;10;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54479; COND SEDA 425ML FORCA/CRESCIMENTO;19 - CALDAS NOVAS;16;16;8;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54884; CR TRAT DOVE 500G RITUAL DE REPERACAO;19 - CALDAS NOVAS;16;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5496; COND DOVE OLEO NUTRICAO 400ML;19 - CALDAS NOVAS;16;24;19;17;22;15;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5500; COND DOVE RECONSTRUCAO COMPLETA 400ML;25 - NOVO GAMA;16;26;20;13;27;26;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;39416; SAB LIQ DOVE NUTRICAO PROF REFIL 200ML;19 - CALDAS NOVAS;16;6;24;14;27;16;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;47156; SAB LIQ DOVE BABY HORA DORMIR REFIL180ML;21 - CEILANDIA SUL;16;16;13;6;10;7;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;47156; SAB LIQ DOVE BABY HORA DORMIR REFIL180ML;25 - NOVO GAMA;16;13;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54914; SAB LIQ LUX BRASIL 300ML DAMA DA NOITE;19 - CALDAS NOVAS;16;0;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MOLHO PARA SALADA;5986 - UNILEVER BRASIL LTDA;43558; MOLHO SALADA HELLMANNS ROSE 210ML;26 - CESAR LATTES;16;8;16;0;6;19;ALESSANDRO MORAIS GONÇALVES
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;50234; CALDO KNORR GALINHA BAG 1,01KG;18 - AGUAS LINDAS;15;1;30;11;0;7;FOOD SERVICE
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;51790; AMAC COMFORT 3L TRAD;18 - AGUAS LINDAS;15;17;28;12;25;21;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54983; AMAC CONC COMFORT 500ML LAV;18 - AGUAS LINDAS;15;4;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;42195; TIRA MANCHAS GEL BRILHANTE 2L FRESH;18 - AGUAS LINDAS;15;15;7;5;15;12;NATHALIA VERAS RODRIGUES DE MEDEIROS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);49076; SOVERTE CREMOSISSIMO KIBON 4EM1 CHOC 2L;21 - CEILANDIA SUL;15;9;10;19;7;3;ALEX DE MORAES SANTOS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);49078; SORVETE KIBON OVOMALTINE 800ML;19 - CALDAS NOVAS;15;18;21;15;19;15;ALEX DE MORAES SANTOS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;12095; CR PENTEAR SEDA 300ML HIDRAT ANTINOS;25 - NOVO GAMA;15;11;7;10;13;12;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31492; SH DOVE BABY CAB CLAROS+HIDR ENRIQ 200ML;25 - NOVO GAMA;15;17;26;13;12;8;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;39421; SH DOVE BABY HIDRATACAO GLICER 200ML;25 - NOVO GAMA;15;16;20;23;8;14;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48092; SH SEDA JUNTINHOS CRESPOS 300ML;21 - CEILANDIA SUL;15;24;16;9;19;16;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48096; COND SEDA JUNTINHOS CACHOS 300ML;26 - CESAR LATTES;15;22;24;20;16;20;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48097; COND SEDA JUNTINHOS CRESPOS 300ML;19 - CALDAS NOVAS;15;14;16;16;16;23;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48097; COND SEDA JUNTINHOS CRESPOS 300ML;21 - CEILANDIA SUL;15;17;11;9;18;11;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54437; CR PENTEAR TRESEMME 200ML HIDRAT;19 - CALDAS NOVAS;15;16;10;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54442; CR PENTEAR SEDA BOOM 700ML MODELADOR;19 - CALDAS NOVAS;15;15;18;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54442; CR PENTEAR SEDA BOOM 700ML MODELADOR;25 - NOVO GAMA;15;20;26;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54478; CR TRAT SEDA 300G FORCA/CRESCIMENTO;25 - NOVO GAMA;15;6;16;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54898; SH TRESEMME 650ML HIDRATACAO PROFUNDA;26 - CESAR LATTES;15;10;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54908; CR PENTEAR SEDA BOOM 1KG DEFINICAO;26 - CESAR LATTES;15;18;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;47156; SAB LIQ DOVE BABY HORA DORMIR REFIL180ML;19 - CALDAS NOVAS;15;16;0;7;10;9;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54867; SAB LIQ DOVE REF 500ML NUTRICAO PROFUNDA;26 - CESAR LATTES;15;3;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54868; SAB LIQ DOVE 250ML NUTRICAO PROFUNDA;26 - CESAR LATTES;15;8;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;5713; DESOD ROLL ON DOVE MASC CLEAN COMF 50ML;21 - CEILANDIA SUL;15;23;13;10;8;3;NATHALIA VERAS RODRIGUES DE MEDEIROS
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;33238; MAIONESE HELLMANNS 2 ,8KG;25 - NOVO GAMA;14;18;0;20;12;10;FOOD SERVICE
LIMPEZA;CUIDADOS COM A COZINHA;DESENGORDURANTE;194 - UNILEVER BRASIL LTDA;54496; DESENG CIF GAT 500ML DERRETE GORDURA;21 - CEILANDIA SUL;14;22;4;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;46874; AMAC CONC COMFORT 1,5L FIBER PROTECT;21 - CEILANDIA SUL;14;29;52;20;35;5;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;54983; AMAC CONC COMFORT 500ML LAV;19 - CALDAS NOVAS;14;2;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;PASSA ROUPAS;194 - UNILEVER BRASIL LTDA;5424; PASSA ROUPAS COMFORT GAT 500ML;19 - CALDAS NOVAS;14;18;22;3;20;6;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;38161; LAVA ROUPAS LIQ OMO 900ML TOQUE DE AVEIA;21 - CEILANDIA SUL;14;21;22;27;17;14;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;47853; LAVA ROUPAS LIQ SURF 3L CUIDADO DO COCO;21 - CEILANDIA SUL;14;8;5;6;12;12;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;42195; TIRA MANCHAS GEL BRILHANTE 2L FRESH;25 - NOVO GAMA;14;9;7;9;15;10;NATHALIA VERAS RODRIGUES DE MEDEIROS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);30394; SORVETE KIBON CREME 1,5LT;18 - AGUAS LINDAS;14;32;22;15;20;10;ALEX DE MORAES SANTOS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);30395; SORVETE KIBON FLOCOS 1,5LT;21 - CEILANDIA SUL;14;31;29;16;11;15;ALEX DE MORAES SANTOS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);30395; SORVETE KIBON FLOCOS 1,5LT;25 - NOVO GAMA;14;6;32;11;4;4;ALEX DE MORAES SANTOS
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);7012; SORVETE KIBON CHICABON 1,5LT;21 - CEILANDIA SUL;14;9;9;9;8;5;ALEX DE MORAES SANTOS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31482; COND DOVE BABY CAB CLAROS HID ENR 200ML;18 - AGUAS LINDAS;14;14;18;14;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;31492; SH DOVE BABY CAB CLAROS+HIDR ENRIQ 200ML;26 - CESAR LATTES;14;8;9;13;8;5;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48093; CR PENTEAR SEDA JUNTINHOS 300ML CACHOS;26 - CESAR LATTES;14;23;22;21;17;13;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51985; SH DOVE OLEO NUTRICAO 670ML;25 - NOVO GAMA;14;11;15;12;17;16;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51987; SH DOVE RECONSTRUCAO COMPLETA 670ML;26 - CESAR LATTES;14;33;22;16;15;13;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54441; CR PENTEAR SEDA BOOM 700ML VOLUME MAXIMO;25 - NOVO GAMA;14;15;13;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54481; CR PENTEAR DOVE 355ML CRESPOS;19 - CALDAS NOVAS;14;8;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5478; SH DOVE OLEO NUTRICAO 400ML;26 - CESAR LATTES;14;7;5;7;10;7;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;31486; SAB LIQ DOVE BABY HIDRAT ENRIQ 400ML;19 - CALDAS NOVAS;14;22;20;14;4;4;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;39417; SAB LIQ DOVE BABY HIDRATACAO REFIL 180ML;21 - CEILANDIA SUL;14;14;19;9;7;4;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;39418; SAB LIQ DOVE BABY HIDRATACAO REFIL 200ML;19 - CALDAS NOVAS;14;13;0;4;15;4;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54458; KIT SAB DOVE 8UN ANTIBAC PROTEGE CUIDA;19 - CALDAS NOVAS;14;18;15;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54458; KIT SAB DOVE 8UN ANTIBAC PROTEGE CUIDA;26 - CESAR LATTES;14;20;13;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
