DEPARTAMENTO;SECAO;CATEGORIA;FORNECEDOR;COD;DESCRICAO;LOJA;QTD_Venda_NOV;QTD_Venda_OUT;QTD_Venda_SET;QTD_Venda_AGO;QTD_Venda_JUL;QTD_Venda_JUN;Comprador
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;5826; SAB DOVE ESFOLIACAO DIARIA 90GR;28 - AGUAS CLARAS;65;79;123;17;109;161;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;54513; CR DENT CLOSE UP MULTI VIT 85G FRESH;28 - AGUAS CLARAS;65;48;18;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;CONSERVA E ENLATADO;ERVILHA;5986 - UNILEVER BRASIL LTDA;33456; ERVILHA KNORR EM CONSERVA 170G;32 - CEILANDIA CENTRO;65;45;58;29;145;298;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;5266; CALDO ARISCO CARNE 57G;28 - AGUAS CLARAS;65;85;48;33;24;23;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;43198; AMAC CONC COMFORT 1,5L PURO CUIDADO;30 - LEM - BA;64;132;96;64;170;135;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;42554; LAVA ROUPAS PO OMO CX 800G SANITIZA;28 - AGUAS CLARAS;64;49;116;100;67;144;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;51792; LAVA ROUPAS PO OMO SCH 2,4KG SANITIZA;29 - GUARA II;64;70;55;112;238;216;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54982; LAVA ROUPAS PO OMO 4KG CLINICAL;30 - LEM - BA;64;10;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51770; COND SEDA BABOSA/OLEOS 425ML;27 - PLANALTINA;64;30;82;59;140;100;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54906; SH/COND KIT SEDA FR VERM/ GENG UN;27 - PLANALTINA;64;37;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54908; CR PENTEAR SEDA BOOM 1KG DEFINICAO;27 - PLANALTINA;64;42;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;39410; SAB LIQ LUX LAVANDA REFIL 200ML;27 - PLANALTINA;64;75;95;72;72;56;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54911; SAB LUX BRASIL 100G DAMA DA NOITE;28 - AGUAS CLARAS;64;50;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54912; SAB LUX BRASIL 100G VITORIA REGIA;27 - PLANALTINA;64;21;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;5693; DESOD ROLL ON REXONA MASC ACTIVE 50ML;28 - AGUAS CLARAS;64;51;53;58;28;9;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;31357; CALDO ARISCO BACON 57G;27 - PLANALTINA;64;182;118;59;53;140;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;38327; SH/COND KIT DOVE RECONST COMPLETA UN;30 - LEM - BA;63;34;10;58;3;70;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5223; CR PENTEAR SEDA 300ML PTOS LUMINOSOS;27 - PLANALTINA;63;58;78;28;67;66;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;6021; GEL DENT CLOSE UP 100G RED HOT;30 - LEM - BA;63;63;78;71;86;71;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;5251; CALDO KNORR CARNE 57G;27 - PLANALTINA;63;80;68;68;57;38;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;5251; CALDO KNORR CARNE 57G;29 - GUARA II;63;27;10;75;47;19;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A CASA;LIMPADOR;194 - UNILEVER BRASIL LTDA;36018; CLORO GEL VIM 700ML ORIG;28 - AGUAS CLARAS;62;75;85;86;51;53;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;51789; AMAC COMFORT 3L PURO CUIDADO;30 - LEM - BA;62;77;100;36;58;32;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51752; SH SEDA BOMBA DE COCO 425ML;30 - LEM - BA;62;86;84;75;67;74;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51762; COND SEDA PTO LUMINOSOS 425ML;32 - CEILANDIA CENTRO;62;43;66;68;67;76;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM O BANHEIRO;TIRA LIMO;194 - UNILEVER BRASIL LTDA;31412; TIRA LIMO CIF REF 450ML;28 - AGUAS CLARAS;61;105;31;104;94;17;NATHALIA VERAS RODRIGUES DE MEDEIROS
MERCEARIA;SECA DOCE;NUTRICAO INFANTIL;5986 - UNILEVER BRASIL LTDA;5156; AMIDO DE MILHO MAIZENA 500G;29 - GUARA II;61;65;96;8;99;107;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51756; SH SEDA CACHOS DEFINIDOS 425ML;28 - AGUAS CLARAS;61;66;74;88;63;75;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;5826; SAB DOVE ESFOLIACAO DIARIA 90GR;32 - CEILANDIA CENTRO;61;55;77;73;82;41;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;49616; DESOD AERO REXONA CLINICAL EX DRY 150ML;30 - LEM - BA;61;22;0;25;23;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;5693; DESOD ROLL ON REXONA MASC ACTIVE 50ML;30 - LEM - BA;61;74;69;48;37;54;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;12493; MAIONESE HELLMANNS LIGHT 500G;30 - LEM - BA;61;108;7;31;84;55;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;42198; TIRA MANCHAS GEL BRILHANTE 450ML;28 - AGUAS CLARAS;60;43;42;51;61;20;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;49618; DESOD AERO REXONA CLINICAL SPORT 150ML;30 - LEM - BA;60;44;55;19;42;37;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;54909; CR DENT CLOSE UP 85G CARVAO ATIVADO;30 - LEM - BA;60;146;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A COZINHA;MAQUINA DE LAVAR LOUCAS;194 - UNILEVER BRASIL LTDA;44227; DETERG P/MAQUINAS TABLETE CIF 315G;30 - LEM - BA;59;24;1;28;17;7;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5217; CR PENTEAR SEDA SOS 300ML CERAMIDAS;32 - CEILANDIA CENTRO;59;51;41;47;47;44;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54477; SH SEDA 425ML FORCA/CRESCIMENTO;27 - PLANALTINA;59;73;50;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;39412; SAB LIQ LUX ORQUIDEA NEGRA REFIL 200ML;29 - GUARA II;59;70;31;67;72;36;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;5826; SAB DOVE ESFOLIACAO DIARIA 90GR;30 - LEM - BA;59;99;75;90;136;90;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51779; DESOD AERO REXONA MASC TOR FANAT  200ML;29 - GUARA II;59;31;45;62;66;46;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;CONSERVA E ENLATADO;MILHO VERDE;5986 - UNILEVER BRASIL LTDA;33458; MILHO VERDE KNORR EM CONSERVA 170G;29 - GUARA II;59;0;0;816;452;818;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54894; SH/COND KIT TRESEMME BRILHO LAMELAR UN;30 - LEM - BA;58;38;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34913; SAB LUX LAVANDA 85G;32 - CEILANDIA CENTRO;58;152;138;284;360;152;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51857; DESOD AERO AXE MASC BLACK 200ML;32 - CEILANDIA CENTRO;58;94;84;61;52;57;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;5667; DESOD ROLL ON REXONA FEM POWDER 50ML;27 - PLANALTINA;58;141;42;56;116;27;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;5249; CALDO KNORR GALINHA 114G;29 - GUARA II;58;32;88;63;35;70;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;5260; CALDO ARISCO GALINHA CAIPIRA 57G;29 - GUARA II;58;67;283;55;72;57;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;44229; AMAC CONC COMFORT 1,8L EXPLOSAO AZUL;30 - LEM - BA;57;30;0;39;117;37;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54462; LAVA ROUPAS PO OMO CX 1,6KG LAV;30 - LEM - BA;57;68;19;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48093; CR PENTEAR SEDA JUNTINHOS 300ML CACHOS;32 - CEILANDIA CENTRO;57;65;36;42;43;46;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48094; CR PENTEAR SEDA JUNTINHOS 300ML CRESPOS;27 - PLANALTINA;57;58;57;45;32;31;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51769; COND SEDA BOOM PRO CURVATURA 425ML;27 - PLANALTINA;57;61;75;29;55;89;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51986; SH CLEAR MEN SPORTS LIMP PROF 400ML;28 - AGUAS CLARAS;57;127;96;62;97;49;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;39411; SAB LIQ LUX ROSAS FRANCESAS REFIL 200ML;32 - CEILANDIA CENTRO;57;96;63;100;73;85;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;5758; DESOD ROLL ON DOVE FEM INVISIB DRY 50ML;27 - PLANALTINA;57;32;42;19;5;17;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;6004; CR DENT CLOSE UP ACAO PROF 90G REDHOT;29 - GUARA II;57;122;51;108;131;103;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;TEMPEROS E CONDIMENTOS;TEMPERO PRONTO;5986 - UNILEVER BRASIL LTDA;5284; TEMP COMPLETO ARISCO C/PIM 300G;29 - GUARA II;57;3;74;16;49;22;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A CASA;LIMPADOR;194 - UNILEVER BRASIL LTDA;36018; CLORO GEL VIM 700ML ORIG;30 - LEM - BA;56;54;75;20;14;70;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54452; LAVA ROUPAS PO OMO CX 720G BCO ABSOLUTO;32 - CEILANDIA CENTRO;56;69;1;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51753; SH SEDA PTO LUMINOSOS 425ML;28 - AGUAS CLARAS;56;82;60;84;105;80;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;5671; DESOD ROLL ON REXONA FEM S/PERF 50ML;30 - LEM - BA;56;45;60;39;23;19;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;51994; MAIONESE LIGHT HELLMANNS SQUEEZE 335G;30 - LEM - BA;56;47;68;68;64;73;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;21181; LAVA ROUPAS LIQ OMO 3L PURO CUIDADO;30 - LEM - BA;55;15;0;24;45;42;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;38161; LAVA ROUPAS LIQ OMO 900ML TOQUE DE AVEIA;30 - LEM - BA;55;47;97;59;76;80;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;5383; LAVA ROUPAS LIQ OMO 3L LAVAG PERFT;29 - GUARA II;55;90;0;46;45;36;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48095; CR PENTEAR SEDA JUNTINHOS 300ML BRILHO;32 - CEILANDIA CENTRO;55;67;45;41;41;22;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51766; SH SEDA BOOM PRO CURVATURA 425ML;28 - AGUAS CLARAS;55;73;72;90;165;146;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;5263; CALDO ARISCO GALINHA CAIPIRA 114G;28 - AGUAS CLARAS;55;31;74;77;34;62;ALESSANDRO MORAIS GONÇALVES
PAS;CONGELADO;SORVETE;5159 - UNILEVER BRASIL LTDA (ICE-GELADOS);30397; SORVETE KIBON 4 EM 1 2LT;28 - AGUAS CLARAS;54;52;66;30;44;28;ALEX DE MORAES SANTOS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48090; SH SEDA JUNTINHOS TODOS OS TIPOS 300ML;30 - LEM - BA;54;66;79;111;62;86;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51986; SH CLEAR MEN SPORTS LIMP PROF 400ML;27 - PLANALTINA;54;83;60;48;65;55;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54894; SH/COND KIT TRESEMME BRILHO LAMELAR UN;28 - AGUAS CLARAS;54;78;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54897; SH/COND KIT TRESEMME RECONSTRUCAO UN;30 - LEM - BA;54;25;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;15332; SAB DOVE BABY HIDRAT HENRIQ 75GR;27 - PLANALTINA;54;33;38;66;35;55;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;31485; SAB LIQ DOVE BABY HIDRAT ENRIQ REF 180ML;30 - LEM - BA;54;24;40;31;28;11;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;39417; SAB LIQ DOVE BABY HIDRATACAO REFIL 180ML;28 - AGUAS CLARAS;54;47;61;57;55;38;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;54913; SAB LUX BRASIL 100G FLOR DO COJUEIRO;30 - LEM - BA;54;15;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;5820; SAB DOVE KARITE E BAUNILHA 90GR;29 - GUARA II;54;90;91;68;93;88;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;49715; CR DENT CLOSE UP 130G FRESH ACTION;29 - GUARA II;54;18;0;0;59;121;NATHALIA VERAS RODRIGUES DE MEDEIROS
FOOD SERVICE;MERCEARIA;TEMPEROS E CONDIMENTOS;195 - UNILEVER BRASIL LTDA;7238; TEMP COMPLETO ARISCO C/PIM 1KG;27 - PLANALTINA;53;83;54;19;9;70;FOOD SERVICE
LIMPEZA;CUIDADOS COM A COZINHA;SAPONACEO;194 - UNILEVER BRASIL LTDA;31410; SAPONACEO CREM CIF 450ML LIMAO;29 - GUARA II;53;35;29;32;48;30;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48093; CR PENTEAR SEDA JUNTINHOS 300ML CACHOS;28 - AGUAS CLARAS;53;75;50;43;51;51;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;31659; DESOD ROLL ON REXONA MASC ANTIBAC + 50ML;32 - CEILANDIA CENTRO;53;32;35;16;16;34;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;52319; MAIONESE HELLMANNS TRAD SQUEEZE 750G;32 - CEILANDIA CENTRO;53;45;178;42;46;134;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;40189; LAVA ROUPAS LIQ OMO 7L LAVAG PERFT;30 - LEM - BA;52;60;44;71;51;41;NATHALIA VERAS RODRIGUES DE MEDEIROS
MERCEARIA;SECA DOCE;NUTRICAO INFANTIL;5986 - UNILEVER BRASIL LTDA;5158; AMIDO DE MILHO MAIZENA 200G;32 - CEILANDIA CENTRO;52;304;94;65;260;220;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;5713; DESOD ROLL ON DOVE MASC CLEAN COMF 50ML;30 - LEM - BA;52;72;65;58;39;83;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A COZINHA;DESENGORDURANTE;194 - UNILEVER BRASIL LTDA;54495; DESENG CIF SCH 450ML DERRETE GORDURA;30 - LEM - BA;51;40;3;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;47853; LAVA ROUPAS LIQ SURF 3L CUIDADO DO COCO;30 - LEM - BA;51;0;20;71;25;20;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54463; LAVA ROUPAS LIQ OMO SCH 900ML LAV;27 - PLANALTINA;51;71;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54464; LAVA ROUPAS BRILHANTE SCH 4KG ALT PERFOM;27 - PLANALTINA;51;40;8;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54981; LAVA ROUPAS LIQ OMO 3L LAV;32 - CEILANDIA CENTRO;51;5;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;TIRA MANCHAS;194 - UNILEVER BRASIL LTDA;21180; TIRA MANCHAS GEL OMO 450ML EXT PODER;28 - AGUAS CLARAS;51;85;68;50;73;69;NATHALIA VERAS RODRIGUES DE MEDEIROS
MERCEARIA;SECA DOCE;NUTRICAO INFANTIL;5986 - UNILEVER BRASIL LTDA;42080; AMIDO DE MILHO CREMOGEMA 180G TRAD;29 - GUARA II;51;34;55;55;37;36;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;48095; CR PENTEAR SEDA JUNTINHOS 300ML BRILHO;30 - LEM - BA;51;47;47;37;36;23;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51757; SH SEDA CERAMIDAS 425ML;29 - GUARA II;51;34;60;29;72;36;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;5212; CR PENTEAR SEDA 300ML CACHOS DEFINIDOS;28 - AGUAS CLARAS;51;40;45;51;42;37;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;31640; DESOD ROLL ON DOVE FEM ROMA VERBENA 50ML;32 - CEILANDIA CENTRO;51;43;57;38;23;32;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51853; DESOD AERO DOVE MASC EUCALIPTO 200ML;27 - PLANALTINA;51;38;48;51;34;64;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;39423; CR DENT CLOSE UP 90G ALOE FRESH;30 - LEM - BA;51;100;88;23;55;45;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;54513; CR DENT CLOSE UP MULTI VIT 85G FRESH;30 - LEM - BA;51;43;26;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;43198; AMAC CONC COMFORT 1,5L PURO CUIDADO;27 - PLANALTINA;50;39;60;22;54;56;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54447; LAVA ROUPAS LIQ SURF SCH 900ML COCO;30 - LEM - BA;50;97;36;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51765; SH SEDA CHA VERDE/CITRICOS 425ML;32 - CEILANDIA CENTRO;50;57;53;37;67;40;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54906; SH/COND KIT SEDA FR VERM/ GENG UN;28 - AGUAS CLARAS;50;19;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;5810; SAB DOVE MEN CARE CLEAN COMFORT 90GR;28 - AGUAS CLARAS;50;152;171;70;180;120;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;5758; DESOD ROLL ON DOVE FEM INVISIB DRY 50ML;30 - LEM - BA;50;65;62;27;37;39;NATHALIA VERAS RODRIGUES DE MEDEIROS
